----------------------------------------------------------------------
Data values
----------------------------------------------------------------------
Data by Sector
Sector: #1 39% exposure, 58 km/hr windspeed
Sector: #314 58% exposure, 15 km/hr windspeed
Sector: #394 64% exposure, 15 km/hr windspeed
Sector: #462 12% exposure, 15 km/hr windspeed
Sector: #436 48% exposure, 15 km/hr windspeed
Sector: #89 15% exposure, 16 km/hr windspeed
Sector: #327 38% exposure, 16 km/hr windspeed
Sector: #276 63% exposure, 16 km/hr windspeed
Sector: #387 62% exposure, 16 km/hr windspeed
Sector: #88 2% exposure, 16 km/hr windspeed
Sector: #489 83% exposure, 16 km/hr windspeed
Sector: #422 6% exposure, 16 km/hr windspeed
Sector: #336 55% exposure, 16 km/hr windspeed
Sector: #216 87% exposure, 16 km/hr windspeed
Sector: #157 41% exposure, 16 km/hr windspeed
Sector: #247 51% exposure, 16 km/hr windspeed
Sector: #373 33% exposure, 16 km/hr windspeed
Sector: #365 72% exposure, 16 km/hr windspeed
Sector: #482 72% exposure, 16 km/hr windspeed
Sector: #226 58% exposure, 16 km/hr windspeed
Sector: #484 22% exposure, 16 km/hr windspeed
Sector: #345 97% exposure, 16 km/hr windspeed
Sector: #407 1% exposure, 16 km/hr windspeed
Sector: #432 91% exposure, 16 km/hr windspeed
Sector: #334 52% exposure, 16 km/hr windspeed
Sector: #430 13% exposure, 16 km/hr windspeed
Sector: #339 25% exposure, 17 km/hr windspeed
Sector: #374 54% exposure, 17 km/hr windspeed
Sector: #150 18% exposure, 17 km/hr windspeed
Sector: #476 77% exposure, 17 km/hr windspeed
Sector: #436 90% exposure, 17 km/hr windspeed
Sector: #274 57% exposure, 17 km/hr windspeed
Sector: #174 81% exposure, 17 km/hr windspeed
Sector: #212 32% exposure, 17 km/hr windspeed
Sector: #165 5% exposure, 17 km/hr windspeed
Sector: #50 24% exposure, 17 km/hr windspeed
Sector: #94 95% exposure, 17 km/hr windspeed
Sector: #70 58% exposure, 17 km/hr windspeed
Sector: #110 14% exposure, 17 km/hr windspeed
Sector: #235 62% exposure, 17 km/hr windspeed
Sector: #431 24% exposure, 17 km/hr windspeed
Sector: #108 9% exposure, 17 km/hr windspeed
Sector: #69 27% exposure, 17 km/hr windspeed
Sector: #401 81% exposure, 17 km/hr windspeed
Sector: #75 51% exposure, 18 km/hr windspeed
Sector: #304 56% exposure, 18 km/hr windspeed
Sector: #246 78% exposure, 18 km/hr windspeed
Sector: #216 22% exposure, 18 km/hr windspeed
Sector: #444 74% exposure, 18 km/hr windspeed
Sector: #316 70% exposure, 18 km/hr windspeed
Sector: #219 3% exposure, 18 km/hr windspeed
Sector: #207 48% exposure, 18 km/hr windspeed
Sector: #497 71% exposure, 18 km/hr windspeed
Sector: #78 66% exposure, 18 km/hr windspeed
Sector: #203 73% exposure, 18 km/hr windspeed
Sector: #88 23% exposure, 18 km/hr windspeed
Sector: #57 83% exposure, 18 km/hr windspeed
Sector: #442 34% exposure, 18 km/hr windspeed
Sector: #6 57% exposure, 18 km/hr windspeed
Sector: #244 50% exposure, 18 km/hr windspeed
Sector: #297 6% exposure, 18 km/hr windspeed
Sector: #311 58% exposure, 18 km/hr windspeed
Sector: #328 81% exposure, 18 km/hr windspeed
Sector: #352 60% exposure, 18 km/hr windspeed
Sector: #260 50% exposure, 18 km/hr windspeed
Sector: #21 45% exposure, 18 km/hr windspeed
Sector: #401 78% exposure, 18 km/hr windspeed
Sector: #248 27% exposure, 19 km/hr windspeed
Sector: #331 15% exposure, 19 km/hr windspeed
Sector: #402 66% exposure, 19 km/hr windspeed
Sector: #3 67% exposure, 19 km/hr windspeed
Sector: #118 9% exposure, 19 km/hr windspeed
Sector: #218 27% exposure, 19 km/hr windspeed
Sector: #11 89% exposure, 19 km/hr windspeed
Sector: #191 96% exposure, 19 km/hr windspeed
Sector: #13 87% exposure, 19 km/hr windspeed
Sector: #186 82% exposure, 19 km/hr windspeed
Sector: #182 37% exposure, 19 km/hr windspeed
Sector: #497 1% exposure, 19 km/hr windspeed
Sector: #301 51% exposure, 19 km/hr windspeed
Sector: #444 14% exposure, 19 km/hr windspeed
Sector: #299 60% exposure, 19 km/hr windspeed
Sector: #330 72% exposure, 19 km/hr windspeed
Sector: #383 95% exposure, 19 km/hr windspeed
Sector: #116 70% exposure, 19 km/hr windspeed
Sector: #274 98% exposure, 19 km/hr windspeed
Sector: #50 66% exposure, 19 km/hr windspeed
Sector: #67 36% exposure, 19 km/hr windspeed
Sector: #192 59% exposure, 19 km/hr windspeed
Sector: #78 26% exposure, 20 km/hr windspeed
Sector: #190 93% exposure, 20 km/hr windspeed
Sector: #407 24% exposure, 20 km/hr windspeed
Sector: #132 10% exposure, 20 km/hr windspeed
Sector: #225 79% exposure, 20 km/hr windspeed
Sector: #204 62% exposure, 20 km/hr windspeed
Sector: #177 90% exposure, 20 km/hr windspeed
Sector: #70 27% exposure, 20 km/hr windspeed
Sector: #384 54% exposure, 20 km/hr windspeed
Sector: #56 39% exposure, 20 km/hr windspeed
Sector: #145 15% exposure, 20 km/hr windspeed
Sector: #344 64% exposure, 20 km/hr windspeed
Sector: #129 57% exposure, 20 km/hr windspeed
Sector: #152 82% exposure, 20 km/hr windspeed
Sector: #185 93% exposure, 20 km/hr windspeed
Sector: #446 72% exposure, 20 km/hr windspeed
Sector: #212 41% exposure, 20 km/hr windspeed
Sector: #467 26% exposure, 20 km/hr windspeed
Sector: #173 60% exposure, 20 km/hr windspeed
Sector: #165 2% exposure, 20 km/hr windspeed
Sector: #91 84% exposure, 20 km/hr windspeed
Sector: #194 44% exposure, 20 km/hr windspeed
Sector: #406 45% exposure, 20 km/hr windspeed
Sector: #75 7% exposure, 20 km/hr windspeed
Sector: #5 16% exposure, 21 km/hr windspeed
Sector: #333 20% exposure, 21 km/hr windspeed
Sector: #167 22% exposure, 21 km/hr windspeed
Sector: #66 97% exposure, 21 km/hr windspeed
Sector: #189 23% exposure, 21 km/hr windspeed
Sector: #363 22% exposure, 21 km/hr windspeed
Sector: #75 100% exposure, 21 km/hr windspeed
Sector: #394 82% exposure, 21 km/hr windspeed
Sector: #332 85% exposure, 21 km/hr windspeed
Sector: #125 69% exposure, 21 km/hr windspeed
Sector: #109 15% exposure, 21 km/hr windspeed
Sector: #2 57% exposure, 21 km/hr windspeed
Sector: #467 51% exposure, 21 km/hr windspeed
Sector: #147 80% exposure, 21 km/hr windspeed
Sector: #490 36% exposure, 21 km/hr windspeed
Sector: #215 78% exposure, 21 km/hr windspeed
Sector: #90 85% exposure, 21 km/hr windspeed
Sector: #388 49% exposure, 21 km/hr windspeed
Sector: #99 25% exposure, 21 km/hr windspeed
Sector: #290 70% exposure, 21 km/hr windspeed
Sector: #273 74% exposure, 21 km/hr windspeed
Sector: #321 86% exposure, 21 km/hr windspeed
Sector: #109 14% exposure, 22 km/hr windspeed
Sector: #334 92% exposure, 22 km/hr windspeed
Sector: #234 1% exposure, 22 km/hr windspeed
Sector: #102 62% exposure, 22 km/hr windspeed
Sector: #218 84% exposure, 22 km/hr windspeed
Sector: #43 71% exposure, 22 km/hr windspeed
Sector: #445 57% exposure, 22 km/hr windspeed
Sector: #24 2% exposure, 22 km/hr windspeed
Sector: #46 60% exposure, 22 km/hr windspeed
Sector: #61 66% exposure, 22 km/hr windspeed
Sector: #365 96% exposure, 22 km/hr windspeed
Sector: #261 30% exposure, 22 km/hr windspeed
Sector: #270 3% exposure, 22 km/hr windspeed
Sector: #380 73% exposure, 22 km/hr windspeed
Sector: #418 98% exposure, 22 km/hr windspeed
Sector: #327 97% exposure, 22 km/hr windspeed
Sector: #421 44% exposure, 23 km/hr windspeed
Sector: #42 28% exposure, 23 km/hr windspeed
Sector: #457 36% exposure, 23 km/hr windspeed
Sector: #357 56% exposure, 23 km/hr windspeed
Sector: #496 5% exposure, 23 km/hr windspeed
Sector: #58 26% exposure, 23 km/hr windspeed
Sector: #19 18% exposure, 23 km/hr windspeed
Sector: #481 44% exposure, 23 km/hr windspeed
Sector: #435 14% exposure, 23 km/hr windspeed
Sector: #82 54% exposure, 23 km/hr windspeed
Sector: #388 85% exposure, 23 km/hr windspeed
Sector: #17 92% exposure, 23 km/hr windspeed
Sector: #312 100% exposure, 23 km/hr windspeed
Sector: #289 68% exposure, 23 km/hr windspeed
Sector: #158 33% exposure, 23 km/hr windspeed
Sector: #286 88% exposure, 23 km/hr windspeed
Sector: #93 43% exposure, 24 km/hr windspeed
Sector: #409 73% exposure, 24 km/hr windspeed
Sector: #272 17% exposure, 24 km/hr windspeed
Sector: #403 96% exposure, 24 km/hr windspeed
Sector: #76 58% exposure, 24 km/hr windspeed
Sector: #439 7% exposure, 24 km/hr windspeed
Sector: #174 4% exposure, 24 km/hr windspeed
Sector: #160 49% exposure, 24 km/hr windspeed
Sector: #259 22% exposure, 24 km/hr windspeed
Sector: #6 67% exposure, 24 km/hr windspeed
Sector: #371 40% exposure, 24 km/hr windspeed
Sector: #1 48% exposure, 24 km/hr windspeed
Sector: #255 42% exposure, 24 km/hr windspeed
Sector: #161 1% exposure, 24 km/hr windspeed
Sector: #297 82% exposure, 24 km/hr windspeed
Sector: #413 54% exposure, 24 km/hr windspeed
Sector: #163 83% exposure, 24 km/hr windspeed
Sector: #168 93% exposure, 24 km/hr windspeed
Sector: #177 84% exposure, 24 km/hr windspeed
Sector: #141 65% exposure, 24 km/hr windspeed
Sector: #46 1% exposure, 24 km/hr windspeed
Sector: #34 35% exposure, 24 km/hr windspeed
Sector: #176 47% exposure, 24 km/hr windspeed
Sector: #369 57% exposure, 24 km/hr windspeed
Sector: #211 71% exposure, 24 km/hr windspeed
Sector: #389 32% exposure, 24 km/hr windspeed
Sector: #179 30% exposure, 24 km/hr windspeed
Sector: #348 41% exposure, 24 km/hr windspeed
Sector: #429 90% exposure, 25 km/hr windspeed
Sector: #246 64% exposure, 25 km/hr windspeed
Sector: #151 81% exposure, 25 km/hr windspeed
Sector: #10 7% exposure, 25 km/hr windspeed
Sector: #15 38% exposure, 25 km/hr windspeed
Sector: #407 70% exposure, 25 km/hr windspeed
Sector: #65 54% exposure, 25 km/hr windspeed
Sector: #276 25% exposure, 25 km/hr windspeed
Sector: #465 81% exposure, 25 km/hr windspeed
Sector: #64 58% exposure, 25 km/hr windspeed
Sector: #389 25% exposure, 25 km/hr windspeed
Sector: #469 46% exposure, 25 km/hr windspeed
Sector: #173 70% exposure, 25 km/hr windspeed
Sector: #50 49% exposure, 25 km/hr windspeed
Sector: #227 31% exposure, 25 km/hr windspeed
Sector: #107 2% exposure, 25 km/hr windspeed
Sector: #397 39% exposure, 25 km/hr windspeed
Sector: #254 52% exposure, 25 km/hr windspeed
Sector: #307 76% exposure, 25 km/hr windspeed
Sector: #285 83% exposure, 25 km/hr windspeed
Sector: #3 4% exposure, 25 km/hr windspeed
Sector: #45 46% exposure, 25 km/hr windspeed
Sector: #225 91% exposure, 25 km/hr windspeed
Sector: #230 88% exposure, 26 km/hr windspeed
Sector: #359 6% exposure, 26 km/hr windspeed
Sector: #340 93% exposure, 26 km/hr windspeed
Sector: #160 46% exposure, 26 km/hr windspeed
Sector: #159 34% exposure, 26 km/hr windspeed
Sector: #487 90% exposure, 26 km/hr windspeed
Sector: #199 19% exposure, 26 km/hr windspeed
Sector: #337 76% exposure, 26 km/hr windspeed
Sector: #451 27% exposure, 26 km/hr windspeed
Sector: #392 51% exposure, 26 km/hr windspeed
Sector: #65 16% exposure, 26 km/hr windspeed
Sector: #246 57% exposure, 26 km/hr windspeed
Sector: #474 34% exposure, 26 km/hr windspeed
Sector: #53 84% exposure, 26 km/hr windspeed
Sector: #472 28% exposure, 26 km/hr windspeed
Sector: #288 66% exposure, 26 km/hr windspeed
Sector: #45 23% exposure, 26 km/hr windspeed
Sector: #411 77% exposure, 27 km/hr windspeed
Sector: #353 45% exposure, 27 km/hr windspeed
Sector: #104 96% exposure, 27 km/hr windspeed
Sector: #363 61% exposure, 27 km/hr windspeed
Sector: #74 46% exposure, 27 km/hr windspeed
Sector: #140 63% exposure, 27 km/hr windspeed
Sector: #54 46% exposure, 27 km/hr windspeed
Sector: #308 4% exposure, 27 km/hr windspeed
Sector: #369 95% exposure, 27 km/hr windspeed
Sector: #173 24% exposure, 27 km/hr windspeed
Sector: #472 57% exposure, 27 km/hr windspeed
Sector: #430 2% exposure, 27 km/hr windspeed
Sector: #42 35% exposure, 27 km/hr windspeed
Sector: #267 33% exposure, 27 km/hr windspeed
Sector: #188 18% exposure, 27 km/hr windspeed
Sector: #77 3% exposure, 27 km/hr windspeed
Sector: #26 84% exposure, 27 km/hr windspeed
Sector: #491 14% exposure, 27 km/hr windspeed
Sector: #162 90% exposure, 27 km/hr windspeed
Sector: #168 8% exposure, 27 km/hr windspeed
Sector: #71 43% exposure, 27 km/hr windspeed
Sector: #493 32% exposure, 27 km/hr windspeed
Sector: #200 14% exposure, 28 km/hr windspeed
Sector: #190 36% exposure, 28 km/hr windspeed
Sector: #83 79% exposure, 28 km/hr windspeed
Sector: #478 52% exposure, 28 km/hr windspeed
Sector: #230 17% exposure, 28 km/hr windspeed
Sector: #294 13% exposure, 28 km/hr windspeed
Sector: #162 98% exposure, 28 km/hr windspeed
Sector: #346 79% exposure, 28 km/hr windspeed
Sector: #471 34% exposure, 28 km/hr windspeed
Sector: #433 70% exposure, 28 km/hr windspeed
Sector: #353 80% exposure, 28 km/hr windspeed
Sector: #214 95% exposure, 28 km/hr windspeed
Sector: #57 33% exposure, 28 km/hr windspeed
Sector: #218 44% exposure, 28 km/hr windspeed
Sector: #301 68% exposure, 28 km/hr windspeed
Sector: #102 32% exposure, 28 km/hr windspeed
Sector: #58 89% exposure, 28 km/hr windspeed
Sector: #14 98% exposure, 28 km/hr windspeed
Sector: #374 19% exposure, 29 km/hr windspeed
Sector: #265 72% exposure, 29 km/hr windspeed
Sector: #61 45% exposure, 29 km/hr windspeed
Sector: #483 21% exposure, 29 km/hr windspeed
Sector: #94 36% exposure, 29 km/hr windspeed
Sector: #244 92% exposure, 29 km/hr windspeed
Sector: #413 78% exposure, 29 km/hr windspeed
Sector: #493 9% exposure, 29 km/hr windspeed
Sector: #23 12% exposure, 29 km/hr windspeed
Sector: #168 78% exposure, 29 km/hr windspeed
Sector: #158 52% exposure, 29 km/hr windspeed
Sector: #413 56% exposure, 29 km/hr windspeed
Sector: #484 72% exposure, 29 km/hr windspeed
Sector: #152 37% exposure, 29 km/hr windspeed
Sector: #270 7% exposure, 29 km/hr windspeed
Sector: #393 49% exposure, 29 km/hr windspeed
Sector: #455 4% exposure, 30 km/hr windspeed
Sector: #125 69% exposure, 30 km/hr windspeed
Sector: #231 18% exposure, 30 km/hr windspeed
Sector: #93 52% exposure, 30 km/hr windspeed
Sector: #374 2% exposure, 30 km/hr windspeed
Sector: #1 76% exposure, 30 km/hr windspeed
Sector: #143 91% exposure, 30 km/hr windspeed
Sector: #187 23% exposure, 30 km/hr windspeed
Sector: #372 81% exposure, 30 km/hr windspeed
Sector: #11 25% exposure, 30 km/hr windspeed
Sector: #63 75% exposure, 30 km/hr windspeed
Sector: #407 55% exposure, 30 km/hr windspeed
Sector: #272 40% exposure, 30 km/hr windspeed
Sector: #236 39% exposure, 30 km/hr windspeed
Sector: #385 50% exposure, 30 km/hr windspeed
Sector: #258 52% exposure, 30 km/hr windspeed
Sector: #216 31% exposure, 30 km/hr windspeed
Sector: #240 94% exposure, 30 km/hr windspeed
Sector: #291 27% exposure, 30 km/hr windspeed
Sector: #381 61% exposure, 30 km/hr windspeed
Sector: #415 88% exposure, 30 km/hr windspeed
Sector: #325 26% exposure, 30 km/hr windspeed
Sector: #458 31% exposure, 30 km/hr windspeed
Sector: #218 5% exposure, 30 km/hr windspeed
Sector: #489 75% exposure, 31 km/hr windspeed
Sector: #444 61% exposure, 31 km/hr windspeed
Sector: #69 53% exposure, 31 km/hr windspeed
Sector: #197 24% exposure, 31 km/hr windspeed
Sector: #104 28% exposure, 31 km/hr windspeed
Sector: #209 52% exposure, 31 km/hr windspeed
Sector: #407 22% exposure, 31 km/hr windspeed
Sector: #212 27% exposure, 31 km/hr windspeed
Sector: #86 12% exposure, 31 km/hr windspeed
Sector: #356 1% exposure, 31 km/hr windspeed
Sector: #24 52% exposure, 31 km/hr windspeed
Sector: #420 70% exposure, 31 km/hr windspeed
Sector: #364 26% exposure, 31 km/hr windspeed
Sector: #7 80% exposure, 31 km/hr windspeed
Sector: #261 91% exposure, 31 km/hr windspeed
Sector: #146 24% exposure, 31 km/hr windspeed
Sector: #327 82% exposure, 31 km/hr windspeed
Sector: #238 29% exposure, 31 km/hr windspeed
Sector: #365 9% exposure, 31 km/hr windspeed
Sector: #218 81% exposure, 31 km/hr windspeed
Sector: #311 50% exposure, 31 km/hr windspeed
Sector: #374 73% exposure, 32 km/hr windspeed
Sector: #216 98% exposure, 32 km/hr windspeed
Sector: #174 47% exposure, 32 km/hr windspeed
Sector: #4 1% exposure, 32 km/hr windspeed
Sector: #46 9% exposure, 32 km/hr windspeed
Sector: #362 51% exposure, 32 km/hr windspeed
Sector: #265 84% exposure, 32 km/hr windspeed
Sector: #419 61% exposure, 32 km/hr windspeed
Sector: #79 31% exposure, 32 km/hr windspeed
Sector: #411 48% exposure, 32 km/hr windspeed
Sector: #132 17% exposure, 32 km/hr windspeed
Sector: #155 35% exposure, 32 km/hr windspeed
Sector: #343 25% exposure, 33 km/hr windspeed
Sector: #41 100% exposure, 33 km/hr windspeed
Sector: #107 12% exposure, 33 km/hr windspeed
Sector: #353 84% exposure, 33 km/hr windspeed
Sector: #201 30% exposure, 33 km/hr windspeed
Sector: #464 56% exposure, 33 km/hr windspeed
Sector: #277 85% exposure, 33 km/hr windspeed
Sector: #227 61% exposure, 33 km/hr windspeed
Sector: #11 91% exposure, 33 km/hr windspeed
Sector: #421 80% exposure, 33 km/hr windspeed
Sector: #80 16% exposure, 33 km/hr windspeed
Sector: #52 77% exposure, 33 km/hr windspeed
Sector: #72 86% exposure, 33 km/hr windspeed
Sector: #166 9% exposure, 33 km/hr windspeed
Sector: #193 58% exposure, 33 km/hr windspeed
Sector: #393 72% exposure, 33 km/hr windspeed
Sector: #116 64% exposure, 33 km/hr windspeed
Sector: #213 74% exposure, 33 km/hr windspeed
Sector: #291 74% exposure, 33 km/hr windspeed
Sector: #194 44% exposure, 33 km/hr windspeed
Sector: #13 59% exposure, 33 km/hr windspeed
Sector: #203 16% exposure, 34 km/hr windspeed
Sector: #63 20% exposure, 34 km/hr windspeed
Sector: #314 51% exposure, 34 km/hr windspeed
Sector: #48 39% exposure, 34 km/hr windspeed
Sector: #364 87% exposure, 34 km/hr windspeed
Sector: #303 32% exposure, 34 km/hr windspeed
Sector: #376 21% exposure, 34 km/hr windspeed
Sector: #304 44% exposure, 34 km/hr windspeed
Sector: #68 11% exposure, 34 km/hr windspeed
Sector: #340 98% exposure, 34 km/hr windspeed
Sector: #219 64% exposure, 34 km/hr windspeed
Sector: #37 53% exposure, 34 km/hr windspeed
Sector: #408 71% exposure, 34 km/hr windspeed
Sector: #431 55% exposure, 34 km/hr windspeed
Sector: #27 36% exposure, 34 km/hr windspeed
Sector: #211 50% exposure, 34 km/hr windspeed
Sector: #450 52% exposure, 34 km/hr windspeed
Sector: #57 87% exposure, 34 km/hr windspeed
Sector: #67 79% exposure, 34 km/hr windspeed
Sector: #357 30% exposure, 34 km/hr windspeed
Sector: #9 87% exposure, 34 km/hr windspeed
Sector: #266 13% exposure, 34 km/hr windspeed
Sector: #222 61% exposure, 34 km/hr windspeed
Sector: #315 61% exposure, 35 km/hr windspeed
Sector: #298 54% exposure, 35 km/hr windspeed
Sector: #107 89% exposure, 35 km/hr windspeed
Sector: #54 79% exposure, 35 km/hr windspeed
Sector: #281 97% exposure, 35 km/hr windspeed
Sector: #464 97% exposure, 35 km/hr windspeed
Sector: #471 43% exposure, 35 km/hr windspeed
Sector: #179 90% exposure, 35 km/hr windspeed
Sector: #217 80% exposure, 35 km/hr windspeed
Sector: #83 70% exposure, 35 km/hr windspeed
Sector: #17 74% exposure, 35 km/hr windspeed
Sector: #76 79% exposure, 35 km/hr windspeed
Sector: #295 20% exposure, 35 km/hr windspeed
Sector: #318 11% exposure, 35 km/hr windspeed
Sector: #135 42% exposure, 35 km/hr windspeed
Sector: #271 90% exposure, 36 km/hr windspeed
Sector: #384 38% exposure, 36 km/hr windspeed
Sector: #6 93% exposure, 36 km/hr windspeed
Sector: #11 99% exposure, 36 km/hr windspeed
Sector: #357 34% exposure, 36 km/hr windspeed
Sector: #142 83% exposure, 36 km/hr windspeed
Sector: #454 73% exposure, 36 km/hr windspeed
Sector: #267 61% exposure, 36 km/hr windspeed
Sector: #377 87% exposure, 36 km/hr windspeed
Sector: #493 4% exposure, 36 km/hr windspeed
Sector: #179 89% exposure, 36 km/hr windspeed
Sector: #34 71% exposure, 36 km/hr windspeed
Sector: #216 36% exposure, 36 km/hr windspeed
Sector: #406 41% exposure, 36 km/hr windspeed
Sector: #13 52% exposure, 36 km/hr windspeed
Sector: #38 71% exposure, 36 km/hr windspeed
Sector: #27 12% exposure, 36 km/hr windspeed
Sector: #349 11% exposure, 36 km/hr windspeed
Sector: #152 29% exposure, 36 km/hr windspeed
Sector: #471 5% exposure, 36 km/hr windspeed
Sector: #282 22% exposure, 36 km/hr windspeed
Sector: #456 90% exposure, 36 km/hr windspeed
Sector: #282 66% exposure, 37 km/hr windspeed
Sector: #112 37% exposure, 37 km/hr windspeed
Sector: #299 34% exposure, 37 km/hr windspeed
Sector: #391 74% exposure, 37 km/hr windspeed
Sector: #139 23% exposure, 37 km/hr windspeed
Sector: #492 52% exposure, 37 km/hr windspeed
Sector: #459 98% exposure, 37 km/hr windspeed
Sector: #190 1% exposure, 37 km/hr windspeed
Sector: #114 93% exposure, 37 km/hr windspeed
Sector: #406 48% exposure, 37 km/hr windspeed
Sector: #366 27% exposure, 37 km/hr windspeed
Sector: #218 11% exposure, 37 km/hr windspeed
Sector: #390 43% exposure, 37 km/hr windspeed
Sector: #283 25% exposure, 37 km/hr windspeed
Sector: #313 34% exposure, 37 km/hr windspeed
Sector: #173 72% exposure, 37 km/hr windspeed
Sector: #344 66% exposure, 37 km/hr windspeed
Sector: #497 24% exposure, 37 km/hr windspeed
Sector: #41 4% exposure, 37 km/hr windspeed
Sector: #402 70% exposure, 37 km/hr windspeed
Sector: #252 8% exposure, 38 km/hr windspeed
Sector: #197 22% exposure, 38 km/hr windspeed
Sector: #87 59% exposure, 38 km/hr windspeed
Sector: #120 51% exposure, 38 km/hr windspeed
Sector: #57 76% exposure, 38 km/hr windspeed
Sector: #128 40% exposure, 38 km/hr windspeed
Sector: #402 36% exposure, 38 km/hr windspeed
Sector: #95 69% exposure, 38 km/hr windspeed
Sector: #296 73% exposure, 38 km/hr windspeed
Sector: #3 9% exposure, 38 km/hr windspeed
Sector: #76 10% exposure, 38 km/hr windspeed
Sector: #465 9% exposure, 38 km/hr windspeed
Sector: #423 38% exposure, 38 km/hr windspeed
Sector: #208 87% exposure, 38 km/hr windspeed
Sector: #45 68% exposure, 38 km/hr windspeed
Sector: #469 38% exposure, 39 km/hr windspeed
Sector: #121 17% exposure, 39 km/hr windspeed
Sector: #7 63% exposure, 39 km/hr windspeed
Sector: #370 3% exposure, 39 km/hr windspeed
Sector: #80 6% exposure, 39 km/hr windspeed
Sector: #199 4% exposure, 39 km/hr windspeed
Sector: #153 46% exposure, 39 km/hr windspeed
Sector: #174 59% exposure, 39 km/hr windspeed
Sector: #167 61% exposure, 39 km/hr windspeed
Sector: #89 3% exposure, 39 km/hr windspeed
Sector: #223 21% exposure, 39 km/hr windspeed
Sector: #162 65% exposure, 39 km/hr windspeed
Sector: #210 10% exposure, 39 km/hr windspeed
Sector: #228 80% exposure, 39 km/hr windspeed
Sector: #36 44% exposure, 39 km/hr windspeed
Sector: #472 15% exposure, 40 km/hr windspeed
Sector: #405 47% exposure, 40 km/hr windspeed
Sector: #376 37% exposure, 40 km/hr windspeed
Sector: #469 79% exposure, 40 km/hr windspeed
Sector: #402 45% exposure, 40 km/hr windspeed
Sector: #422 8% exposure, 40 km/hr windspeed
Sector: #439 28% exposure, 40 km/hr windspeed
Sector: #61 7% exposure, 40 km/hr windspeed
Sector: #148 48% exposure, 40 km/hr windspeed
Sector: #272 97% exposure, 40 km/hr windspeed
Sector: #394 8% exposure, 40 km/hr windspeed
Sector: #248 30% exposure, 40 km/hr windspeed
Sector: #99 81% exposure, 40 km/hr windspeed
Sector: #22 91% exposure, 40 km/hr windspeed
Sector: #138 28% exposure, 40 km/hr windspeed
Sector: #254 40% exposure, 40 km/hr windspeed
Sector: #326 14% exposure, 40 km/hr windspeed
Sector: #476 66% exposure, 40 km/hr windspeed
Sector: #381 82% exposure, 40 km/hr windspeed
Sector: #102 42% exposure, 41 km/hr windspeed
Sector: #217 87% exposure, 41 km/hr windspeed
Sector: #399 45% exposure, 41 km/hr windspeed
Sector: #435 96% exposure, 41 km/hr windspeed
Sector: #196 92% exposure, 41 km/hr windspeed
Sector: #88 14% exposure, 41 km/hr windspeed
Sector: #339 98% exposure, 41 km/hr windspeed
Sector: #66 14% exposure, 41 km/hr windspeed
Sector: #76 47% exposure, 41 km/hr windspeed
Sector: #93 26% exposure, 41 km/hr windspeed
Sector: #293 60% exposure, 41 km/hr windspeed
Sector: #250 6% exposure, 41 km/hr windspeed
Sector: #404 40% exposure, 42 km/hr windspeed
Sector: #149 87% exposure, 42 km/hr windspeed
Sector: #97 99% exposure, 42 km/hr windspeed
Sector: #80 56% exposure, 42 km/hr windspeed
Sector: #175 78% exposure, 42 km/hr windspeed
Sector: #54 55% exposure, 42 km/hr windspeed
Sector: #142 28% exposure, 42 km/hr windspeed
Sector: #248 59% exposure, 42 km/hr windspeed
Sector: #44 24% exposure, 42 km/hr windspeed
Sector: #54 47% exposure, 42 km/hr windspeed
Sector: #382 61% exposure, 42 km/hr windspeed
Sector: #163 9% exposure, 42 km/hr windspeed
Sector: #163 23% exposure, 43 km/hr windspeed
Sector: #354 97% exposure, 43 km/hr windspeed
Sector: #168 91% exposure, 43 km/hr windspeed
Sector: #208 15% exposure, 43 km/hr windspeed
Sector: #450 66% exposure, 43 km/hr windspeed
Sector: #132 85% exposure, 43 km/hr windspeed
Sector: #210 35% exposure, 43 km/hr windspeed
Sector: #48 65% exposure, 43 km/hr windspeed
Sector: #296 3% exposure, 43 km/hr windspeed
Sector: #237 60% exposure, 43 km/hr windspeed
Sector: #67 27% exposure, 43 km/hr windspeed
Sector: #332 32% exposure, 43 km/hr windspeed
Sector: #423 48% exposure, 43 km/hr windspeed
Sector: #485 36% exposure, 43 km/hr windspeed
Sector: #417 73% exposure, 43 km/hr windspeed
Sector: #302 40% exposure, 43 km/hr windspeed
Sector: #160 51% exposure, 43 km/hr windspeed
Sector: #197 94% exposure, 43 km/hr windspeed
Sector: #196 26% exposure, 43 km/hr windspeed
Sector: #32 38% exposure, 44 km/hr windspeed
Sector: #358 5% exposure, 44 km/hr windspeed
Sector: #64 62% exposure, 44 km/hr windspeed
Sector: #386 62% exposure, 44 km/hr windspeed
Sector: #350 36% exposure, 44 km/hr windspeed
Sector: #327 36% exposure, 44 km/hr windspeed
Sector: #102 99% exposure, 44 km/hr windspeed
Sector: #153 60% exposure, 44 km/hr windspeed
Sector: #29 100% exposure, 44 km/hr windspeed
Sector: #291 9% exposure, 44 km/hr windspeed
Sector: #119 30% exposure, 44 km/hr windspeed
Sector: #391 62% exposure, 44 km/hr windspeed
Sector: #443 23% exposure, 44 km/hr windspeed
Sector: #426 23% exposure, 44 km/hr windspeed
Sector: #155 5% exposure, 44 km/hr windspeed
Sector: #490 11% exposure, 44 km/hr windspeed
Sector: #167 41% exposure, 44 km/hr windspeed
