----------------------------------------------------------------------
Data values
----------------------------------------------------------------------
Data by Sector
Sector: #1 35% exposure, 58 km/hr windspeed
Sector: #30 21% exposure, 6 km/hr windspeed
Sector: #30 2% exposure, 5 km/hr windspeed
Sector: #30 1% exposure, 2 km/hr windspeed
Sector: #30 4% exposure, 18 km/hr windspeed
Sector: #30 23% exposure, 3 km/hr windspeed
Sector: #30 71% exposure, 22 km/hr windspeed
Sector: #30 5% exposure, 50 km/hr windspeed
Sector: #30 45% exposure, 35 km/hr windspeed
Sector: #30 31% exposure, 40 km/hr windspeed
Sector: #30 70% exposure, 24 km/hr windspeed
Sector: #30 21% exposure, 55 km/hr windspeed
Sector: #30 54% exposure, 47 km/hr windspeed
Sector: #31 45% exposure, 35 km/hr windspeed
Sector: #31 99% exposure, 26 km/hr windspeed
Sector: #31 4% exposure, 17 km/hr windspeed
Sector: #31 3% exposure, 44 km/hr windspeed
Sector: #31 46% exposure, 10 km/hr windspeed
Sector: #31 90% exposure, 30 km/hr windspeed
Sector: #31 75% exposure, 16 km/hr windspeed
Sector: #31 94% exposure, 22 km/hr windspeed
Sector: #31 46% exposure, 8 km/hr windspeed
Sector: #31 33% exposure, 25 km/hr windspeed
Sector: #31 44% exposure, 6 km/hr windspeed
Sector: #31 100% exposure, 25 km/hr windspeed
Sector: #31 21% exposure, 10 km/hr windspeed
Sector: #31 47% exposure, 19 km/hr windspeed
Sector: #31 1% exposure, 38 km/hr windspeed
Sector: #31 23% exposure, 38 km/hr windspeed
Sector: #31 79% exposure, 6 km/hr windspeed
Sector: #31 60% exposure, 6 km/hr windspeed
Sector: #32 90% exposure, 6 km/hr windspeed
Sector: #32 72% exposure, 13 km/hr windspeed
Sector: #32 93% exposure, 19 km/hr windspeed
Sector: #32 87% exposure, 59 km/hr windspeed
Sector: #32 23% exposure, 22 km/hr windspeed
Sector: #32 15% exposure, 12 km/hr windspeed
Sector: #32 93% exposure, 28 km/hr windspeed
Sector: #32 45% exposure, 6 km/hr windspeed
Sector: #32 27% exposure, 20 km/hr windspeed
Sector: #32 77% exposure, 17 km/hr windspeed
Sector: #32 17% exposure, 37 km/hr windspeed
Sector: #32 13% exposure, 2 km/hr windspeed
Sector: #32 78% exposure, 31 km/hr windspeed
Sector: #32 38% exposure, 44 km/hr windspeed
Sector: #32 18% exposure, 8 km/hr windspeed
Sector: #33 72% exposure, 26 km/hr windspeed
Sector: #33 60% exposure, 20 km/hr windspeed
Sector: #33 82% exposure, 46 km/hr windspeed
Sector: #33 36% exposure, 23 km/hr windspeed
Sector: #33 16% exposure, 7 km/hr windspeed
Sector: #33 43% exposure, 27 km/hr windspeed
Sector: #33 45% exposure, 20 km/hr windspeed
Sector: #33 90% exposure, 17 km/hr windspeed
Sector: #33 98% exposure, 46 km/hr windspeed
Sector: #33 8% exposure, 43 km/hr windspeed
Sector: #33 87% exposure, 29 km/hr windspeed
Sector: #33 44% exposure, 52 km/hr windspeed
Sector: #33 72% exposure, 30 km/hr windspeed
Sector: #33 16% exposure, 1 km/hr windspeed
Sector: #33 54% exposure, 36 km/hr windspeed
Sector: #33 66% exposure, 10 km/hr windspeed
Sector: #33 100% exposure, 24 km/hr windspeed
Sector: #33 53% exposure, 23 km/hr windspeed
Sector: #33 85% exposure, 11 km/hr windspeed
Sector: #33 62% exposure, 16 km/hr windspeed
Sector: #33 85% exposure, 66 km/hr windspeed
Sector: #33 48% exposure, 44 km/hr windspeed
Sector: #33 71% exposure, 9 km/hr windspeed
Sector: #33 72% exposure, 24 km/hr windspeed
Sector: #33 36% exposure, 27 km/hr windspeed
Sector: #33 4% exposure, 35 km/hr windspeed
Sector: #33 6% exposure, 49 km/hr windspeed
Sector: #34 40% exposure, 52 km/hr windspeed
Sector: #34 93% exposure, 25 km/hr windspeed
Sector: #34 4% exposure, 50 km/hr windspeed
Sector: #34 47% exposure, 44 km/hr windspeed
Sector: #34 2% exposure, 20 km/hr windspeed
Sector: #34 17% exposure, 10 km/hr windspeed
Sector: #34 47% exposure, 61 km/hr windspeed
Sector: #34 3% exposure, 4 km/hr windspeed
Sector: #34 79% exposure, 15 km/hr windspeed
Sector: #34 84% exposure, 2 km/hr windspeed
Sector: #34 12% exposure, 30 km/hr windspeed
Sector: #34 72% exposure, 47 km/hr windspeed
Sector: #34 1% exposure, 28 km/hr windspeed
Sector: #34 29% exposure, 45 km/hr windspeed
Sector: #34 26% exposure, 61 km/hr windspeed
Sector: #34 20% exposure, 2 km/hr windspeed
Sector: #34 71% exposure, 36 km/hr windspeed
Sector: #34 35% exposure, 24 km/hr windspeed
Sector: #35 81% exposure, 40 km/hr windspeed
Sector: #35 63% exposure, 52 km/hr windspeed
Sector: #35 13% exposure, 23 km/hr windspeed
Sector: #35 74% exposure, 31 km/hr windspeed
Sector: #35 65% exposure, 39 km/hr windspeed
Sector: #35 23% exposure, 66 km/hr windspeed
Sector: #35 21% exposure, 28 km/hr windspeed
Sector: #35 38% exposure, 7 km/hr windspeed
Sector: #35 65% exposure, 54 km/hr windspeed
Sector: #35 31% exposure, 50 km/hr windspeed
Sector: #35 7% exposure, 16 km/hr windspeed
Sector: #35 32% exposure, 42 km/hr windspeed
Sector: #35 74% exposure, 21 km/hr windspeed
Sector: #35 1% exposure, 41 km/hr windspeed
Sector: #35 28% exposure, 12 km/hr windspeed
Sector: #35 82% exposure, 34 km/hr windspeed
Sector: #35 55% exposure, 7 km/hr windspeed
Sector: #35 94% exposure, 11 km/hr windspeed
Sector: #35 5% exposure, 14 km/hr windspeed
Sector: #35 28% exposure, 15 km/hr windspeed
Sector: #35 59% exposure, 12 km/hr windspeed
Sector: #36 35% exposure, 45 km/hr windspeed
Sector: #36 36% exposure, 7 km/hr windspeed
Sector: #36 56% exposure, 4 km/hr windspeed
Sector: #36 83% exposure, 27 km/hr windspeed
Sector: #36 57% exposure, 60 km/hr windspeed
Sector: #36 55% exposure, 1 km/hr windspeed
Sector: #36 1% exposure, 4 km/hr windspeed
Sector: #36 93% exposure, 30 km/hr windspeed
Sector: #36 1% exposure, 60 km/hr windspeed
Sector: #36 45% exposure, 27 km/hr windspeed
Sector: #36 20% exposure, 43 km/hr windspeed
Sector: #36 39% exposure, 4 km/hr windspeed
Sector: #36 61% exposure, 26 km/hr windspeed
Sector: #36 25% exposure, 58 km/hr windspeed
Sector: #36 21% exposure, 27 km/hr windspeed
Sector: #36 72% exposure, 21 km/hr windspeed
Sector: #36 43% exposure, 5 km/hr windspeed
Sector: #36 44% exposure, 39 km/hr windspeed
Sector: #37 1% exposure, 13 km/hr windspeed
Sector: #37 38% exposure, 11 km/hr windspeed
Sector: #37 34% exposure, 18 km/hr windspeed
Sector: #37 62% exposure, 49 km/hr windspeed
Sector: #37 97% exposure, 5 km/hr windspeed
Sector: #37 91% exposure, 2 km/hr windspeed
Sector: #37 50% exposure, 63 km/hr windspeed
Sector: #37 2% exposure, 18 km/hr windspeed
Sector: #37 54% exposure, 34 km/hr windspeed
Sector: #37 39% exposure, 25 km/hr windspeed
Sector: #37 58% exposure, 26 km/hr windspeed
Sector: #37 83% exposure, 7 km/hr windspeed
Sector: #37 52% exposure, 33 km/hr windspeed
Sector: #37 82% exposure, 47 km/hr windspeed
Sector: #37 86% exposure, 16 km/hr windspeed
Sector: #37 78% exposure, 58 km/hr windspeed
Sector: #37 86% exposure, 22 km/hr windspeed
Sector: #37 98% exposure, 8 km/hr windspeed
Sector: #37 62% exposure, 2 km/hr windspeed
Sector: #37 53% exposure, 34 km/hr windspeed
Sector: #38 59% exposure, 35 km/hr windspeed
Sector: #38 65% exposure, 42 km/hr windspeed
Sector: #38 69% exposure, 18 km/hr windspeed
Sector: #38 11% exposure, 42 km/hr windspeed
Sector: #38 55% exposure, 9 km/hr windspeed
Sector: #38 14% exposure, 44 km/hr windspeed
Sector: #38 4% exposure, 15 km/hr windspeed
Sector: #38 29% exposure, 10 km/hr windspeed
Sector: #38 61% exposure, 32 km/hr windspeed
Sector: #38 14% exposure, 54 km/hr windspeed
Sector: #38 73% exposure, 21 km/hr windspeed
Sector: #38 35% exposure, 43 km/hr windspeed
Sector: #38 99% exposure, 53 km/hr windspeed
Sector: #38 72% exposure, 40 km/hr windspeed
Sector: #38 37% exposure, 22 km/hr windspeed
Sector: #38 59% exposure, 60 km/hr windspeed
Sector: #38 65% exposure, 35 km/hr windspeed
Sector: #38 38% exposure, 41 km/hr windspeed
Sector: #38 43% exposure, 3 km/hr windspeed
Sector: #38 71% exposure, 36 km/hr windspeed
Sector: #39 93% exposure, 2 km/hr windspeed
Sector: #39 21% exposure, 17 km/hr windspeed
Sector: #39 38% exposure, 37 km/hr windspeed
Sector: #39 62% exposure, 18 km/hr windspeed
Sector: #39 83% exposure, 34 km/hr windspeed
Sector: #39 97% exposure, 47 km/hr windspeed
Sector: #39 49% exposure, 19 km/hr windspeed
Sector: #39 57% exposure, 27 km/hr windspeed
Sector: #39 97% exposure, 66 km/hr windspeed
Sector: #39 29% exposure, 32 km/hr windspeed
Sector: #39 77% exposure, 40 km/hr windspeed
Sector: #39 55% exposure, 41 km/hr windspeed
Sector: #39 83% exposure, 19 km/hr windspeed
Sector: #39 12% exposure, 23 km/hr windspeed
Sector: #39 12% exposure, 18 km/hr windspeed
Sector: #39 47% exposure, 51 km/hr windspeed
Sector: #39 42% exposure, 8 km/hr windspeed
Sector: #39 86% exposure, 6 km/hr windspeed
Sector: #39 59% exposure, 53 km/hr windspeed
Sector: #40 66% exposure, 17 km/hr windspeed
Sector: #40 13% exposure, 41 km/hr windspeed
Sector: #40 19% exposure, 5 km/hr windspeed
Sector: #40 42% exposure, 51 km/hr windspeed
Sector: #40 9% exposure, 45 km/hr windspeed
Sector: #40 16% exposure, 3 km/hr windspeed
Sector: #40 56% exposure, 48 km/hr windspeed
Sector: #40 52% exposure, 22 km/hr windspeed
Sector: #40 45% exposure, 33 km/hr windspeed
Sector: #40 66% exposure, 13 km/hr windspeed
Sector: #40 83% exposure, 12 km/hr windspeed
Sector: #40 41% exposure, 37 km/hr windspeed
Sector: #40 84% exposure, 47 km/hr windspeed
Sector: #40 35% exposure, 44 km/hr windspeed
Sector: #40 6% exposure, 55 km/hr windspeed
Sector: #41 34% exposure, 25 km/hr windspeed
Sector: #41 37% exposure, 24 km/hr windspeed
Sector: #41 71% exposure, 58 km/hr windspeed
Sector: #41 78% exposure, 12 km/hr windspeed
Sector: #41 26% exposure, 5 km/hr windspeed
Sector: #41 57% exposure, 53 km/hr windspeed
Sector: #41 49% exposure, 21 km/hr windspeed
Sector: #41 9% exposure, 31 km/hr windspeed
Sector: #41 91% exposure, 5 km/hr windspeed
Sector: #41 72% exposure, 50 km/hr windspeed
Sector: #41 23% exposure, 35 km/hr windspeed
Sector: #41 90% exposure, 61 km/hr windspeed
Sector: #41 51% exposure, 40 km/hr windspeed
Sector: #41 94% exposure, 41 km/hr windspeed
Sector: #41 63% exposure, 26 km/hr windspeed
Sector: #41 80% exposure, 41 km/hr windspeed
Sector: #41 23% exposure, 28 km/hr windspeed
Sector: #41 97% exposure, 3 km/hr windspeed
Sector: #41 42% exposure, 9 km/hr windspeed
Sector: #41 8% exposure, 5 km/hr windspeed
Sector: #41 47% exposure, 28 km/hr windspeed
Sector: #41 75% exposure, 21 km/hr windspeed
Sector: #41 100% exposure, 33 km/hr windspeed
Sector: #41 49% exposure, 14 km/hr windspeed
Sector: #41 4% exposure, 37 km/hr windspeed
Sector: #42 8% exposure, 41 km/hr windspeed
Sector: #42 36% exposure, 23 km/hr windspeed
Sector: #42 55% exposure, 16 km/hr windspeed
Sector: #42 94% exposure, 5 km/hr windspeed
Sector: #42 39% exposure, 59 km/hr windspeed
Sector: #42 3% exposure, 61 km/hr windspeed
Sector: #42 56% exposure, 46 km/hr windspeed
Sector: #42 96% exposure, 47 km/hr windspeed
Sector: #42 21% exposure, 22 km/hr windspeed
Sector: #42 55% exposure, 14 km/hr windspeed
Sector: #42 60% exposure, 30 km/hr windspeed
Sector: #42 85% exposure, 15 km/hr windspeed
Sector: #42 40% exposure, 18 km/hr windspeed
Sector: #42 71% exposure, 29 km/hr windspeed
Sector: #42 44% exposure, 50 km/hr windspeed
Sector: #42 46% exposure, 53 km/hr windspeed
Sector: #42 28% exposure, 23 km/hr windspeed
Sector: #42 35% exposure, 27 km/hr windspeed
Sector: #43 54% exposure, 31 km/hr windspeed
Sector: #43 12% exposure, 29 km/hr windspeed
Sector: #43 20% exposure, 10 km/hr windspeed
Sector: #43 46% exposure, 3 km/hr windspeed
Sector: #43 82% exposure, 5 km/hr windspeed
Sector: #43 65% exposure, 17 km/hr windspeed
Sector: #43 58% exposure, 3 km/hr windspeed
Sector: #43 46% exposure, 4 km/hr windspeed
Sector: #43 15% exposure, 5 km/hr windspeed
Sector: #43 19% exposure, 33 km/hr windspeed
Sector: #43 75% exposure, 24 km/hr windspeed
Sector: #43 6% exposure, 33 km/hr windspeed
Sector: #43 95% exposure, 13 km/hr windspeed
Sector: #43 4% exposure, 28 km/hr windspeed
Sector: #43 30% exposure, 17 km/hr windspeed
Sector: #43 7% exposure, 34 km/hr windspeed
Sector: #43 58% exposure, 50 km/hr windspeed
Sector: #43 71% exposure, 22 km/hr windspeed
Sector: #43 80% exposure, 10 km/hr windspeed
Sector: #44 86% exposure, 27 km/hr windspeed
Sector: #44 66% exposure, 10 km/hr windspeed
Sector: #44 61% exposure, 17 km/hr windspeed
Sector: #44 17% exposure, 27 km/hr windspeed
Sector: #44 8% exposure, 13 km/hr windspeed
Sector: #44 4% exposure, 16 km/hr windspeed
Sector: #44 59% exposure, 32 km/hr windspeed
Sector: #44 34% exposure, 27 km/hr windspeed
Sector: #44 42% exposure, 23 km/hr windspeed
Sector: #44 20% exposure, 9 km/hr windspeed
Sector: #44 68% exposure, 33 km/hr windspeed
Sector: #44 73% exposure, 6 km/hr windspeed
Sector: #44 51% exposure, 20 km/hr windspeed
Sector: #44 48% exposure, 44 km/hr windspeed
Sector: #44 81% exposure, 30 km/hr windspeed
Sector: #44 6% exposure, 11 km/hr windspeed
Sector: #44 42% exposure, 41 km/hr windspeed
Sector: #44 76% exposure, 42 km/hr windspeed
Sector: #44 9% exposure, 6 km/hr windspeed
Sector: #44 78% exposure, 2 km/hr windspeed
Sector: #44 20% exposure, 30 km/hr windspeed
Sector: #44 64% exposure, 48 km/hr windspeed
Sector: #44 24% exposure, 42 km/hr windspeed
Sector: #45 81% exposure, 23 km/hr windspeed
Sector: #45 16% exposure, 22 km/hr windspeed
Sector: #45 96% exposure, 29 km/hr windspeed
Sector: #45 85% exposure, 19 km/hr windspeed
Sector: #45 29% exposure, 12 km/hr windspeed
Sector: #45 59% exposure, 17 km/hr windspeed
Sector: #45 2% exposure, 20 km/hr windspeed
Sector: #45 91% exposure, 22 km/hr windspeed
Sector: #45 45% exposure, 7 km/hr windspeed
Sector: #45 81% exposure, 42 km/hr windspeed
Sector: #45 47% exposure, 31 km/hr windspeed
Sector: #45 97% exposure, 47 km/hr windspeed
Sector: #45 73% exposure, 23 km/hr windspeed
Sector: #45 87% exposure, 25 km/hr windspeed
Sector: #45 35% exposure, 45 km/hr windspeed
Sector: #45 9% exposure, 54 km/hr windspeed
Sector: #45 35% exposure, 8 km/hr windspeed
Sector: #45 25% exposure, 16 km/hr windspeed
Sector: #45 90% exposure, 52 km/hr windspeed
Sector: #45 66% exposure, 48 km/hr windspeed
Sector: #45 100% exposure, 13 km/hr windspeed
Sector: #45 46% exposure, 25 km/hr windspeed
Sector: #45 23% exposure, 26 km/hr windspeed
Sector: #45 68% exposure, 38 km/hr windspeed
Sector: #46 93% exposure, 36 km/hr windspeed
Sector: #46 7% exposure, 50 km/hr windspeed
Sector: #46 74% exposure, 38 km/hr windspeed
Sector: #46 82% exposure, 44 km/hr windspeed
Sector: #46 24% exposure, 34 km/hr windspeed
Sector: #46 30% exposure, 21 km/hr windspeed
Sector: #46 49% exposure, 56 km/hr windspeed
Sector: #46 18% exposure, 27 km/hr windspeed
Sector: #46 10% exposure, 2 km/hr windspeed
Sector: #46 14% exposure, 11 km/hr windspeed
Sector: #46 12% exposure, 23 km/hr windspeed
Sector: #46 75% exposure, 11 km/hr windspeed
Sector: #46 29% exposure, 43 km/hr windspeed
Sector: #46 60% exposure, 22 km/hr windspeed
Sector: #46 9% exposure, 32 km/hr windspeed
Sector: #46 1% exposure, 24 km/hr windspeed
Sector: #47 19% exposure, 8 km/hr windspeed
Sector: #47 18% exposure, 4 km/hr windspeed
Sector: #47 27% exposure, 16 km/hr windspeed
Sector: #47 35% exposure, 27 km/hr windspeed
Sector: #47 54% exposure, 38 km/hr windspeed
Sector: #47 65% exposure, 6 km/hr windspeed
Sector: #47 28% exposure, 51 km/hr windspeed
Sector: #47 53% exposure, 8 km/hr windspeed
Sector: #47 43% exposure, 58 km/hr windspeed
Sector: #47 100% exposure, 33 km/hr windspeed
Sector: #47 21% exposure, 16 km/hr windspeed
Sector: #47 30% exposure, 39 km/hr windspeed
Sector: #47 8% exposure, 53 km/hr windspeed
Sector: #47 33% exposure, 27 km/hr windspeed
Sector: #47 29% exposure, 59 km/hr windspeed
Sector: #47 67% exposure, 21 km/hr windspeed
Sector: #47 61% exposure, 26 km/hr windspeed
Sector: #47 32% exposure, 30 km/hr windspeed
Sector: #47 5% exposure, 23 km/hr windspeed
Sector: #47 74% exposure, 48 km/hr windspeed
Sector: #47 20% exposure, 9 km/hr windspeed
Sector: #47 48% exposure, 20 km/hr windspeed
Sector: #47 59% exposure, 47 km/hr windspeed
Sector: #47 35% exposure, 23 km/hr windspeed
Sector: #47 80% exposure, 26 km/hr windspeed
Sector: #47 43% exposure, 31 km/hr windspeed
Sector: #47 50% exposure, 67 km/hr windspeed
Sector: #48 21% exposure, 47 km/hr windspeed
Sector: #48 30% exposure, 22 km/hr windspeed
Sector: #48 14% exposure, 39 km/hr windspeed
Sector: #48 17% exposure, 52 km/hr windspeed
Sector: #48 78% exposure, 20 km/hr windspeed
Sector: #48 29% exposure, 21 km/hr windspeed
Sector: #48 15% exposure, 17 km/hr windspeed
Sector: #48 33% exposure, 20 km/hr windspeed
Sector: #48 100% exposure, 41 km/hr windspeed
Sector: #48 8% exposure, 35 km/hr windspeed
Sector: #48 54% exposure, 44 km/hr windspeed
Sector: #48 51% exposure, 47 km/hr windspeed
Sector: #48 57% exposure, 22 km/hr windspeed
Sector: #48 37% exposure, 45 km/hr windspeed
Sector: #48 64% exposure, 13 km/hr windspeed
Sector: #48 31% exposure, 37 km/hr windspeed
Sector: #48 65% exposure, 34 km/hr windspeed
Sector: #48 99% exposure, 20 km/hr windspeed
Sector: #48 84% exposure, 48 km/hr windspeed
Sector: #48 39% exposure, 34 km/hr windspeed
Sector: #48 65% exposure, 43 km/hr windspeed
Sector: #49 58% exposure, 44 km/hr windspeed
Sector: #49 31% exposure, 24 km/hr windspeed
Sector: #49 2% exposure, 24 km/hr windspeed
Sector: #49 13% exposure, 37 km/hr windspeed
Sector: #49 4% exposure, 18 km/hr windspeed
Sector: #49 74% exposure, 10 km/hr windspeed
Sector: #49 31% exposure, 27 km/hr windspeed
Sector: #49 9% exposure, 63 km/hr windspeed
Sector: #49 41% exposure, 24 km/hr windspeed
Sector: #49 68% exposure, 29 km/hr windspeed
Sector: #49 38% exposure, 60 km/hr windspeed
Sector: #49 28% exposure, 49 km/hr windspeed
Sector: #51 38% exposure, 14 km/hr windspeed
Sector: #51 6% exposure, 58 km/hr windspeed
Sector: #51 18% exposure, 37 km/hr windspeed
Sector: #51 61% exposure, 11 km/hr windspeed
Sector: #51 35% exposure, 41 km/hr windspeed
Sector: #51 48% exposure, 19 km/hr windspeed
Sector: #51 72% exposure, 42 km/hr windspeed
Sector: #51 40% exposure, 17 km/hr windspeed
Sector: #51 51% exposure, 5 km/hr windspeed
Sector: #51 19% exposure, 46 km/hr windspeed
Sector: #51 10% exposure, 8 km/hr windspeed
Sector: #51 69% exposure, 16 km/hr windspeed
Sector: #51 88% exposure, 24 km/hr windspeed
Sector: #51 39% exposure, 53 km/hr windspeed
Sector: #51 83% exposure, 4 km/hr windspeed
Sector: #51 100% exposure, 15 km/hr windspeed
Sector: #51 15% exposure, 37 km/hr windspeed
Sector: #51 89% exposure, 33 km/hr windspeed
Sector: #51 78% exposure, 67 km/hr windspeed
Sector: #51 38% exposure, 5 km/hr windspeed
Sector: #52 63% exposure, 25 km/hr windspeed
Sector: #52 29% exposure, 54 km/hr windspeed
Sector: #52 33% exposure, 16 km/hr windspeed
Sector: #52 23% exposure, 9 km/hr windspeed
Sector: #52 13% exposure, 21 km/hr windspeed
Sector: #52 6% exposure, 37 km/hr windspeed
Sector: #52 90% exposure, 13 km/hr windspeed
Sector: #52 43% exposure, 51 km/hr windspeed
Sector: #52 29% exposure, 10 km/hr windspeed
Sector: #52 87% exposure, 48 km/hr windspeed
Sector: #52 97% exposure, 32 km/hr windspeed
Sector: #52 88% exposure, 17 km/hr windspeed
Sector: #52 70% exposure, 32 km/hr windspeed
Sector: #52 72% exposure, 30 km/hr windspeed
Sector: #52 18% exposure, 20 km/hr windspeed
Sector: #52 4% exposure, 26 km/hr windspeed
Sector: #52 36% exposure, 17 km/hr windspeed
Sector: #52 69% exposure, 57 km/hr windspeed
Sector: #52 77% exposure, 33 km/hr windspeed
Sector: #53 79% exposure, 6 km/hr windspeed
Sector: #53 98% exposure, 20 km/hr windspeed
Sector: #53 47% exposure, 57 km/hr windspeed
Sector: #53 91% exposure, 32 km/hr windspeed
Sector: #53 11% exposure, 29 km/hr windspeed
Sector: #53 21% exposure, 24 km/hr windspeed
Sector: #53 26% exposure, 45 km/hr windspeed
Sector: #53 30% exposure, 38 km/hr windspeed
Sector: #53 93% exposure, 55 km/hr windspeed
Sector: #53 43% exposure, 15 km/hr windspeed
Sector: #53 60% exposure, 54 km/hr windspeed
Sector: #53 43% exposure, 45 km/hr windspeed
Sector: #53 37% exposure, 19 km/hr windspeed
Sector: #53 90% exposure, 48 km/hr windspeed
Sector: #53 10% exposure, 3 km/hr windspeed
Sector: #53 79% exposure, 62 km/hr windspeed
Sector: #53 24% exposure, 30 km/hr windspeed
Sector: #53 84% exposure, 26 km/hr windspeed
Sector: #54 50% exposure, 45 km/hr windspeed
Sector: #54 44% exposure, 22 km/hr windspeed
Sector: #54 100% exposure, 18 km/hr windspeed
Sector: #54 54% exposure, 26 km/hr windspeed
Sector: #54 71% exposure, 21 km/hr windspeed
Sector: #54 82% exposure, 59 km/hr windspeed
Sector: #54 87% exposure, 42 km/hr windspeed
Sector: #54 36% exposure, 40 km/hr windspeed
Sector: #54 49% exposure, 35 km/hr windspeed
